utterance|intent|domain|dialogue_id
can you tell me what's on the schedule for tomorrow|calendar_query|HWU64|single_sen
do i have any thing going on at five|calendar_query|HWU64|single_sen
what's coming up this week|calendar_query|HWU64|single_sen
do the knicks have a game at home tonight|calendar_query|HWU64|single_sen
do i have free time next tuesday to schedule a meeting|calendar_query|HWU64|single_sen
how many things do i have planned tonight|calendar_query|HWU64|single_sen
hey please provide information about events by the end of the day|calendar_query|HWU64|single_sen
let me know about upcoming events|calendar_query|HWU64|single_sen
do i have anything scheduled in my events|calendar_query|HWU64|single_sen
please check my reminders|calendar_query|HWU64|single_sen
what time do i have a doctors appointment on the twenty second|calendar_query|HWU64|single_sen
what are the upcoming reminders|calendar_query|HWU64|single_sen
what time am i supposed to pick up john again|calendar_query|HWU64|single_sen
what time is the evening meeting i have with john|calendar_query|HWU64|single_sen
show me future events|calendar_query|HWU64|single_sen
list all the events in my march calendar|calendar_query|HWU64|single_sen
did you add tomorrow's meeting to my calendar|calendar_query|HWU64|single_sen
when is the doctor's appointment|calendar_query|HWU64|single_sen
which is the next event coming up|calendar_query|HWU64|single_sen
what is scheduled on my calendar today|calendar_query|HWU64|single_sen
is the thanks giving event on fourteenth of this month true|calendar_query|HWU64|single_sen
please check my coming up events|calendar_query|HWU64|single_sen
do i have any meetings on friday's afternoon|calendar_query|HWU64|single_sen
do i have any events scheduled today|calendar_query|HWU64|single_sen
is there any program for tomorrow evening|calendar_query|HWU64|single_sen
notify me about the meetings over a period of some days|calendar_query|HWU64|single_sen
open events this week|calendar_query|HWU64|single_sen
do i have any calendar events this month|calendar_query|HWU64|single_sen
what are my reminders for this week|calendar_query|HWU64|single_sen
what events are going to happen in my city between two four pm today|calendar_query|HWU64|single_sen
is the balloon festival this weekend|calendar_query|HWU64|single_sen
who is scheduled for tomorrow's meeting|calendar_query|HWU64|single_sen
does my calendar say i'm free on april one two thousand and seventeen|calendar_query|HWU64|single_sen
from four to six when do i have a free break|calendar_query|HWU64|single_sen
are there any meetings set for next wednesday|calendar_query|HWU64|single_sen
what is my schedule for tomorrow morning|calendar_query|HWU64|single_sen
is mary's birthday party tonight|calendar_query|HWU64|single_sen
tell me what's happening this week|calendar_query|HWU64|single_sen
do i have a busy day today|calendar_query|HWU64|single_sen
what are meeting scheduled for today|calendar_query|HWU64|single_sen
what is my next event|calendar_query|HWU64|single_sen
what time is the party tonight|calendar_query|HWU64|single_sen
am i on vacation this week|calendar_query|HWU64|single_sen
what meetings do i have next thursday|calendar_query|HWU64|single_sen
what's going on between three hundred and thirty and four|calendar_query|HWU64|single_sen
do i have a party tomorrow save on my calendar|calendar_query|HWU64|single_sen
when monet's exhibition takes place|calendar_query|HWU64|single_sen
do i have meeting with steve this week|calendar_query|HWU64|single_sen
what time do i work tomorrow|calendar_query|HWU64|single_sen
when is dale's birthday|calendar_query|HWU64|single_sen
give me today's calendar events after six pm|calendar_query|HWU64|single_sen
can you check the facts on this issue|calendar_query|HWU64|single_sen
what's my next events|calendar_query|HWU64|single_sen
what date is my anniversary|calendar_query|HWU64|single_sen
show me my events|calendar_query|HWU64|single_sen
is there valet service at the event|calendar_query|HWU64|single_sen
show me my meetings this friday|calendar_query|HWU64|single_sen
what's on my schedule this week|calendar_query|HWU64|single_sen
are there any events schedule for this week|calendar_query|HWU64|single_sen
show me my reminders|calendar_query|HWU64|single_sen
my weekly plan|calendar_query|HWU64|single_sen
what are my plans for today|calendar_query|HWU64|single_sen
pawel prepare the meeting with john|calendar_query|HWU64|single_sen
when is my next appointment with dr smith|calendar_query|HWU64|single_sen
whats my schedule today|calendar_query|HWU64|single_sen
show todays reminders|calendar_query|HWU64|single_sen
make a list of all the halloween events going around in new york|calendar_query|HWU64|single_sen
what is happening this weekend|calendar_query|HWU64|single_sen
first week of march meetings|calendar_query|HWU64|single_sen
are there any events on my calendar for this week|calendar_query|HWU64|single_sen
please show today meting with clients|calendar_query|HWU64|single_sen
do i have any pending reminder|calendar_query|HWU64|single_sen
can you pull up the latest time so i won't be late for my appointment|calendar_query|HWU64|single_sen
what do i have next to do|calendar_query|HWU64|single_sen
do i have a date for tonight|calendar_query|HWU64|single_sen
tell me if there are any events from three to five|calendar_query|HWU64|single_sen
remove standup on friday at ten am|calendar_remove|HWU64|single_sen
update the calendar with the last event removed|calendar_remove|HWU64|single_sen
take away all events|calendar_remove|HWU64|single_sen
erase next calendar event|calendar_remove|HWU64|single_sen
clear my schedule for today|calendar_remove|HWU64|single_sen
cancel everything on my calendar|calendar_remove|HWU64|single_sen
cancel my meeting tomorrow|calendar_remove|HWU64|single_sen
hey olly make sure my calendar is completely clear tomorrow|calendar_remove|HWU64|single_sen
can you delete the doctors appointment i had tuesday|calendar_remove|HWU64|single_sen
i wish this event to be removed from my calendar|calendar_remove|HWU64|single_sen
remove my dinner event for monday|calendar_remove|HWU64|single_sen
please clear jeff's birthday from the calendar|calendar_remove|HWU64|single_sen
can you please disregard the party that i will be going to this weekend on my calendar|calendar_remove|HWU64|single_sen
clear all events on my calendar|calendar_remove|HWU64|single_sen
i need everything deleted from calendar please|calendar_remove|HWU64|single_sen
remove next meeting today in my calendar|calendar_remove|HWU64|single_sen
cancel the breakfast at tiffany's house|calendar_remove|HWU64|single_sen
remove the fundraiser for dolphines in april|calendar_remove|HWU64|single_sen
please clear out my calendar completely|calendar_remove|HWU64|single_sen
delete meeting|calendar_remove|HWU64|single_sen
can you take off the next event on my calendar|calendar_remove|HWU64|single_sen
remove the doctor's appointment i added to my calendar for february twelfth at nine am|calendar_remove|HWU64|single_sen
hey olly on the twentieth clear my calendar|calendar_remove|HWU64|single_sen
cancel my event on june nineteenth|calendar_remove|HWU64|single_sen
remove all upcoming events please|calendar_remove|HWU64|single_sen
clean my calendar|calendar_remove|HWU64|single_sen
remove all events from my calendar|calendar_remove|HWU64|single_sen
hi olly please cancel all the programs for friday|calendar_remove|HWU64|single_sen
i don't want to attend the dinner on march first any more so could you remove it from my agenda|calendar_remove|HWU64|single_sen
please delete all meetings of today after seven pm|calendar_remove|HWU64|single_sen
cancel business meeting on wednesday|calendar_remove|HWU64|single_sen
delete appointment at time|calendar_remove|HWU64|single_sen
delete my dentist appointment|calendar_remove|HWU64|single_sen
erase my next calendar event|calendar_remove|HWU64|single_sen
i want you to remove this event|calendar_remove|HWU64|single_sen
remove today's meeting at evening|calendar_remove|HWU64|single_sen
delete all my appointments for today|calendar_remove|HWU64|single_sen
cancel all my appointments|calendar_remove|HWU64|single_sen
remove calendar events for this week|calendar_remove|HWU64|single_sen
remove sample meeting from calendar app|calendar_remove|HWU64|single_sen
get rid of everything on my calendar|calendar_remove|HWU64|single_sen
please delete this calendar event|calendar_remove|HWU64|single_sen
hi olly please remove the birthday event on coming sunday|calendar_remove|HWU64|single_sen
remove all the reminders from the calendar|calendar_remove|HWU64|single_sen
remove all the events and schedules|calendar_remove|HWU64|single_sen
delete my next scheduled event please|calendar_remove|HWU64|single_sen
cancel tomorrow's meeting|calendar_remove|HWU64|single_sen
can you delete all events from my calendar|calendar_remove|HWU64|single_sen
delete event for tuesday|calendar_remove|HWU64|single_sen
clear my day on the twenty ninth|calendar_remove|HWU64|single_sen
clear everything from the calendar|calendar_remove|HWU64|single_sen
delete the events from the calendar on twenty eighth march|calendar_remove|HWU64|single_sen
remove the event from monday|calendar_remove|HWU64|single_sen
take off the doctor's appointment on march twentieth|calendar_remove|HWU64|single_sen
cancel meeting at three|calendar_remove|HWU64|single_sen
delete all recurring staff meetings|calendar_remove|HWU64|single_sen
remove all the events of last month from the calendar|calendar_remove|HWU64|single_sen
i'm not doing thing this week|calendar_remove|HWU64|single_sen
delete all events for the next five days|calendar_remove|HWU64|single_sen
can you delete the dentist appointment|calendar_remove|HWU64|single_sen
please remove my next event|calendar_remove|HWU64|single_sen
delete my meeting for one pm on march nineteenth|calendar_remove|HWU64|single_sen
i need to cancel my rsvp for dinner this evening can you remove it on my calendar as well|calendar_remove|HWU64|single_sen
remove all the events in my calendar|calendar_remove|HWU64|single_sen
can you deleted the current event|calendar_remove|HWU64|single_sen
event remove|calendar_remove|HWU64|single_sen
remove meeting for wednesday morning|calendar_remove|HWU64|single_sen
dismiss my next event|calendar_remove|HWU64|single_sen
give some of delete in today events|calendar_remove|HWU64|single_sen
delete the next event in the calendar|calendar_remove|HWU64|single_sen
cancel all meetings for today|calendar_remove|HWU64|single_sen
clear all events from march seven|calendar_remove|HWU64|single_sen
remove my calendar event at one pm today|calendar_remove|HWU64|single_sen
please remove the appointment which i have made with mrjim|calendar_remove|HWU64|single_sen
can you remove that on my calendar|calendar_remove|HWU64|single_sen
please delete my lunch date from the march twenty third schedule|calendar_remove|HWU64|single_sen
list all events and delete|calendar_remove|HWU64|single_sen
delete all details in event|calendar_remove|HWU64|single_sen
take out event from calendar|calendar_remove|HWU64|single_sen
delete my calendar|calendar_remove|HWU64|single_sen
change the plan of meeting|calendar_remove|HWU64|single_sen
delete all appointments for tomorrow|calendar_remove|HWU64|single_sen
erase my appointment for march seven|calendar_remove|HWU64|single_sen
remove birthday party|calendar_remove|HWU64|single_sen
find my next event and delete it please|calendar_remove|HWU64|single_sen
cancel my birthday party|calendar_remove|HWU64|single_sen
please delete all my calendar events|calendar_remove|HWU64|single_sen
clear off the vet appointment tomorrow|calendar_remove|HWU64|single_sen
delete an first event of twenty third of march twenty seventeen|calendar_remove|HWU64|single_sen
clean my entire calendar|calendar_remove|HWU64|single_sen
please delete all calendar events|calendar_remove|HWU64|single_sen
erase my whole calendar|calendar_remove|HWU64|single_sen
remove john's birthday from the calendar|calendar_remove|HWU64|single_sen
clear everything off my calendar for the rest of the year|calendar_remove|HWU64|single_sen
can you take out dentist appointment from my calendar|calendar_remove|HWU64|single_sen
please remove this event from my calendar|calendar_remove|HWU64|single_sen
can you delete the not so important events|calendar_remove|HWU64|single_sen
erase my next event|calendar_remove|HWU64|single_sen
clear my calendar for saturday|calendar_remove|HWU64|single_sen
is there a way to clear my calendar|calendar_remove|HWU64|single_sen
cancel all my appointments after three pm today and inform me the details|calendar_remove|HWU64|single_sen
erase events|calendar_remove|HWU64|single_sen
what do i have to do today|calendar_remove|HWU64|single_sen
get rid of the first three events in my calendar|calendar_remove|HWU64|single_sen
rm rf calendar|calendar_remove|HWU64|single_sen
delete everything on my calendar for the next two weeks|calendar_remove|HWU64|single_sen
please remove the doctor appointment in my calendar for february twelfth at nine am|calendar_remove|HWU64|single_sen
delete my meeting for tomorrow|calendar_remove|HWU64|single_sen
remove father's day from calendar|calendar_remove|HWU64|single_sen
please cancel my next hair cut|calendar_remove|HWU64|single_sen
please empty my calendar|calendar_remove|HWU64|single_sen
remove events from calendar|calendar_remove|HWU64|single_sen
delete all meetings for tomorrow|calendar_remove|HWU64|single_sen
please delete all meeting after seven am|calendar_remove|HWU64|single_sen
cancel future event from place i worked|calendar_remove|HWU64|single_sen
please clean my calendar|calendar_remove|HWU64|single_sen
i am busy tomorrow so delete all calendar events|calendar_remove|HWU64|single_sen
delete from the calendar the next event|calendar_remove|HWU64|single_sen
delete all scheduled events|calendar_remove|HWU64|single_sen
format data from calendar|calendar_remove|HWU64|single_sen
find dinner with mom on my calendar and delete it|calendar_remove|HWU64|single_sen
remove my event at one pm in my calendar|calendar_remove|HWU64|single_sen
please clear my calendar|calendar_remove|HWU64|single_sen
do remove next event from the calendar|calendar_remove|HWU64|single_sen
delete all events and content from my calendar|calendar_remove|HWU64|single_sen
no lunch date tomorrow|calendar_remove|HWU64|single_sen
delete my next meeting|calendar_remove|HWU64|single_sen
delete the monthly recurring team meeting till june|calendar_remove|HWU64|single_sen
i will no longer be joining mom for lunch tomorrow|calendar_remove|HWU64|single_sen
destroy all events|calendar_remove|HWU64|single_sen
check the events on calendar and delete the next event|calendar_remove|HWU64|single_sen
cancels lunch at the restaurant booked for march twenty five|calendar_remove|HWU64|single_sen
cancel dentist appointment for this week|calendar_remove|HWU64|single_sen
change my plan erase my next event|calendar_remove|HWU64|single_sen
cancel the plan of party|calendar_remove|HWU64|single_sen
reset all events in calendar|calendar_remove|HWU64|single_sen
erase all content in my calendar|calendar_remove|HWU64|single_sen
this event needs to be deleted|calendar_remove|HWU64|single_sen
erase my appointment on the twelfth from my calendar|calendar_remove|HWU64|single_sen
remove twenty fourth march meeting from schedule|calendar_remove|HWU64|single_sen
i want all my events deleted|calendar_remove|HWU64|single_sen
can you empty my calendar|calendar_remove|HWU64|single_sen
delete all of my appointments with dr smith this week|calendar_remove|HWU64|single_sen
please remove dinner date scheduled for this friday at nine pm|calendar_remove|HWU64|single_sen
delete my appointment tomorrow|calendar_remove|HWU64|single_sen
remove dinner with mike from my calendar|calendar_remove|HWU64|single_sen
delete my dr k appointment in march|calendar_remove|HWU64|single_sen
please erase the next birthday event|calendar_remove|HWU64|single_sen
make my calendar empty|calendar_remove|HWU64|single_sen
cancel sam's party|calendar_remove|HWU64|single_sen
please delete this event|calendar_remove|HWU64|single_sen
delete all events in calendar|calendar_remove|HWU64|single_sen
i am no longer attending the wedding on the tenth so remove it from my calendar|calendar_remove|HWU64|single_sen
delete every event|calendar_remove|HWU64|single_sen
delete the scheduled meeting on fourth october twelve pm|calendar_remove|HWU64|single_sen
open calendar and erase all events for all months|calendar_remove|HWU64|single_sen
write down that i am going to meet with jenny on the third okay|calendar_set|HWU64|single_sen
on third april we will go to watch j llb movie set it|calendar_set|HWU64|single_sen
reminder about meeting from eight am to twelve pm|calendar_set|HWU64|single_sen
new reminder at three pm|calendar_set|HWU64|single_sen
set rotating event|calendar_set|HWU64|single_sen
i have a meeting at noon today|calendar_set|HWU64|single_sen
schedule lunch at tomo in arcata california tomorrow at noon|calendar_set|HWU64|single_sen
add event to calendar|calendar_set|HWU64|single_sen
set a reminder for two days prior of the event|calendar_set|HWU64|single_sen
remind me everyday at two pm for lunch|calendar_set|HWU64|single_sen
remind me to eat when i get home|calendar_set|HWU64|single_sen
i need to set up a meeting with the ceo tomorrow|calendar_set|HWU64|single_sen
create a meeting event in my calendar|calendar_set|HWU64|single_sen
make appointment for next friday|calendar_set|HWU64|single_sen
set a reminder for my shopping trip tomorrow at five pm|calendar_set|HWU64|single_sen
remind me every year on this date of|calendar_set|HWU64|single_sen
set reminder notification for three o'clock|calendar_set|HWU64|single_sen
reminders|calendar_set|HWU64|single_sen
notify me an hour before my two pm appointment at the car dealership|calendar_set|HWU64|single_sen
let me know when my meetings are on monday|calendar_set|HWU64|single_sen
set a reminder for john's birthday next week|calendar_set|HWU64|single_sen
every wednesday night at five pm remind me to meet phil|calendar_set|HWU64|single_sen
set a meeting with hongbin|calendar_set|HWU64|single_sen
invite people to the calendar event|calendar_set|HWU64|single_sen
add practice to calendar on feb four at king's park at two pm|calendar_set|HWU64|single_sen
set a two day notification before maria's birthday please|calendar_set|HWU64|single_sen
let me know of the meeting on tuesday|calendar_set|HWU64|single_sen
meeting update my calendar to reflect meeting|calendar_set|HWU64|single_sen
remind me at the start of each month|calendar_set|HWU64|single_sen
add my car payment on the twelfth in my calendar|calendar_set|HWU64|single_sen
on february fourteenth make dinner reservations at the restaurant|calendar_set|HWU64|single_sen
repeating event meeting on mondays|calendar_set|HWU64|single_sen
please set reminder|calendar_set|HWU64|single_sen
remind me if i miss my evening walk routine|calendar_set|HWU64|single_sen
please remind me about the event later five pm|calendar_set|HWU64|single_sen
schedule a reminder on fifteenth march and input name as meeting|calendar_set|HWU64|single_sen
tell me when my next doctors appointment is|calendar_set|HWU64|single_sen
meeting this friday|calendar_set|HWU64|single_sen
set a reminder on fifteenth march as meeting|calendar_set|HWU64|single_sen
add a reminder to april fourth to go to the dentist|calendar_set|HWU64|single_sen
set a reminder for twelve thirty meeting with the boss|calendar_set|HWU64|single_sen
remind me of my appointment on the fifteenth|calendar_set|HWU64|single_sen
schedule a meeting with reeta today evening at five pm|calendar_set|HWU64|single_sen
open calendar schedule event meeting|calendar_set|HWU64|single_sen
can you remind me of sunday gym every saturday evening|calendar_set|HWU64|single_sen
remind me about tomorrow meeting at ten am|calendar_set|HWU64|single_sen
hi please remind the next meeting with my boss it will be at eleven am next monday|calendar_set|HWU64|single_sen
please remind me for the function at miami tomorrow|calendar_set|HWU64|single_sen
put a seven pm meeting time down for march fourteenth|calendar_set|HWU64|single_sen
remember dinner on thursday at bistro italia|calendar_set|HWU64|single_sen
remind me after a month|calendar_set|HWU64|single_sen
in the following week repeat this event at ten am every day|calendar_set|HWU64|single_sen
can you notify the event in my calendar|calendar_set|HWU64|single_sen
add event baseball practice five pm tonight|calendar_set|HWU64|single_sen
remind me of my twelve oclock meeting by eleven thirty|calendar_set|HWU64|single_sen
calendar event send invite bill malinda|calendar_set|HWU64|single_sen
add dentist appointment for friday at five|calendar_set|HWU64|single_sen
my calendar is to be updated with all rccg event in march|calendar_set|HWU64|single_sen
please remind to sleep at nine pm|calendar_set|HWU64|single_sen
church with mom and dad on sunday|calendar_set|HWU64|single_sen
can you sync my calendar with mark|calendar_set|HWU64|single_sen
hey turn on your reminders for tomorrow's meeting at ten am|calendar_set|HWU64|single_sen
add a reminder to my calendar every year on this date|calendar_set|HWU64|single_sen
remind me to water my plants every tuesday thursday and saturday|calendar_set|HWU64|single_sen
on twenty third february rahul will come with me on india cricket match|calendar_set|HWU64|single_sen
i have to go to a meting on friday at noon can you remind me|calendar_set|HWU64|single_sen
set the event to recur on the first monday of the month|calendar_set|HWU64|single_sen
alert me at the time of the event|calendar_set|HWU64|single_sen
please add the meeting with ms boland on wednesday eight hundred am to my calendar|calendar_set|HWU64|single_sen
set a neighbor party for next week|calendar_set|HWU64|single_sen
please add dinner with mary to my calendar on saturday|calendar_set|HWU64|single_sen
don't let me forget tomorrow's meeting with sheila|calendar_set|HWU64|single_sen
please set a monthly reminder for paying rent|calendar_set|HWU64|single_sen
add lunch appointment with lisa to january second at twelve thirty pm|calendar_set|HWU64|single_sen
make a calendar entry for next saturday at ten am please|calendar_set|HWU64|single_sen
remind me to pick up john from the airport tonight at eight|calendar_set|HWU64|single_sen
remind me about calendar|calendar_set|HWU64|single_sen
add to calendar an medical appointment for the first day of the next five months|calendar_set|HWU64|single_sen
remind me about my biology test at fsu on friday|calendar_set|HWU64|single_sen
add meet with dave at subway on weber on four april at five pm|calendar_set|HWU64|single_sen
set a reminder for fifteen minutes to change laundry loads|calendar_set|HWU64|single_sen
can you remind me about the gym class in two hours|calendar_set|HWU64|single_sen
can you set a reminder for wednesday at one pm for my meeting|calendar_set|HWU64|single_sen
remind me to meet joe for lunch tomorrow|calendar_set|HWU64|single_sen
write down meeting at seven pm|calendar_set|HWU64|single_sen
twelveth july is bola's birthday and my calendar to be updated with this date|calendar_set|HWU64|single_sen
set reminder for tennis game with peter on sunday at four pm|calendar_set|HWU64|single_sen
all rccg march event is to be added to my calendar|calendar_set|HWU64|single_sen
add valia's wedding the next saturday at eight o clock|calendar_set|HWU64|single_sen
i have a meeting tomorrow morning at ten please remind me|calendar_set|HWU64|single_sen
i need you to remind me to go to store tomorrow|calendar_set|HWU64|single_sen
remind me of this meeting soon|calendar_set|HWU64|single_sen
dentist appointment today at nine am|calendar_set|HWU64|single_sen
create a repeating event on mondays at seven pm|calendar_set|HWU64|single_sen
remind me of meeting five minutes before time|calendar_set|HWU64|single_sen
remind me to meet with steve at one pm tomorrow|calendar_set|HWU64|single_sen
add new year with family next week|calendar_set|HWU64|single_sen
schedule a lunch meeting with brent on wednesday at noon|calendar_set|HWU64|single_sen
call me for this meeting|calendar_set|HWU64|single_sen
schedule dinner with sara and jamie|calendar_set|HWU64|single_sen
remind me later|calendar_set|HWU64|single_sen
just set me reminders about pending payment of children school fees|calendar_set|HWU64|single_sen
add a reminder for april twenty as my bro's birthday|calendar_set|HWU64|single_sen
remind me about my monday meeting with peter francis fifteen minutes before the meeting|calendar_set|HWU64|single_sen
show me the events in my work calendar for next week|calendar_set|HWU64|single_sen
the meeting with justin and katrina has been changed put it on thursday|calendar_set|HWU64|single_sen
please add shopping at mall on twenty six march at twelve pm|calendar_set|HWU64|single_sen
repeat birthday|calendar_set|HWU64|single_sen
put working out on my calendar for eight am every day this week|calendar_set|HWU64|single_sen
add event to date|calendar_set|HWU64|single_sen
schedule meeting with laura|calendar_set|HWU64|single_sen
remind me on fifth march of every year to arrange wedding anniversary presents|calendar_set|HWU64|single_sen
can you tell me on tuesday to give jane a call|calendar_set|HWU64|single_sen
make a meeting with friend|calendar_set|HWU64|single_sen
tell me when i need to leave the airport|calendar_set|HWU64|single_sen
set meeting with the ceo tomorrow|calendar_set|HWU64|single_sen
set a calendar event to repeat yearly on this date|calendar_set|HWU64|single_sen
please set a reminder for church services on sundays for eleven am|calendar_set|HWU64|single_sen
set meeting with joanna on saturday four pm|calendar_set|HWU64|single_sen
don't let me forget i have a parent teacher conference this monday at four hundred pm|calendar_set|HWU64|single_sen
alter lunch event to repeat every friday|calendar_set|HWU64|single_sen
add event book club debbie's house wednesday night|calendar_set|HWU64|single_sen
please remind me of all the nba scores in a week|calendar_set|HWU64|single_sen
remind me to take out the trash|calendar_set|HWU64|single_sen
remind me clock that i have a event|calendar_set|HWU64|single_sen
can you remind my next meeting with my boss one hour before it will happen|calendar_set|HWU64|single_sen
set a notification for june fifth every year|calendar_set|HWU64|single_sen
plan a meeting in office with all employees tomorrow morning at eight|calendar_set|HWU64|single_sen
set a thanks giving event for friday|calendar_set|HWU64|single_sen
remind me about my anniversary in one day advance|calendar_set|HWU64|single_sen
on every tuesday remind me to go shopping|calendar_set|HWU64|single_sen
set event on recurring|calendar_set|HWU64|single_sen
schedule a sales meeting for wednesday at eleven am|calendar_set|HWU64|single_sen
please tell me to take my umbrella because it will be very hot today|calendar_set|HWU64|single_sen
remind me to go grocery shopping today|calendar_set|HWU64|single_sen
set a notification on third march about company meeting|calendar_set|HWU64|single_sen
add jane's birthday party at one hundred and twenty three main for two pm tomorrow on my calendar|calendar_set|HWU64|single_sen
schedule my meeting with my girlfriend lisa in the night today at nine pm|calendar_set|HWU64|single_sen
take note of today as my first date with bob|calendar_set|HWU64|single_sen
remember to remind me about client meet at four pm|calendar_set|HWU64|single_sen
set reminder for tomorrow for this item|calendar_set|HWU64|single_sen
can you remind me to check my clothes in a hour|calendar_set|HWU64|single_sen
give me the list of all events coming up in the next month and set notifications for all of them|calendar_set|HWU64|single_sen
thirteenth june is a day of election result please set it|calendar_set|HWU64|single_sen
add my spin class to the calendar for saturday at seven am|calendar_set|HWU64|single_sen
please set this date to repeat|calendar_set|HWU64|single_sen
make a repeating reminder for tomorrow|calendar_set|HWU64|single_sen
thursday at three pm there is a teachers meeting i need to be reminded of|calendar_set|HWU64|single_sen
remind me to have launch with boss today at one pm|calendar_set|HWU64|single_sen
remind me to take the casserole out of the oven at seven hundred and forty five pm|calendar_set|HWU64|single_sen
please remind me that i have a meeting tomorrow ten in the morning|calendar_set|HWU64|single_sen
add to calendar may two is mary's birthday repeat every year|calendar_set|HWU64|single_sen
call sarah|calendar_set|HWU64|single_sen
send me notice of meeting wednesday nine am|calendar_set|HWU64|single_sen
the location is my office|calendar_set|HWU64|single_sen
on january twenty five set meeting for twelve|calendar_set|HWU64|single_sen
please put me your input to know my schedule|calendar_set|HWU64|single_sen
what does one have to damage in cream to make butter|cooking_recipe|HWU64|single_sen
what can i cook with broccoli and chicken|cooking_recipe|HWU64|single_sen
in five sentences let me know the procedure of making thanksgiving turkey|cooking_recipe|HWU64|single_sen
what food is good|cooking_recipe|HWU64|single_sen
i would like instructions on how to cook baked chicken|cooking_recipe|HWU64|single_sen
give me some recipes for sheperds pie|cooking_recipe|HWU64|single_sen
is soft cheese better than hard|cooking_recipe|HWU64|single_sen
how do i cook meatballs|cooking_recipe|HWU64|single_sen
how do i prepare all my food for cooking|cooking_recipe|HWU64|single_sen
whats needed to make pizza|cooking_recipe|HWU64|single_sen
get recipe for making a hotdog|cooking_recipe|HWU64|single_sen
can i get the recipe for chocolate brownies|cooking_recipe|HWU64|single_sen
recipe for meal|cooking_recipe|HWU64|single_sen
annie could you please search the internet and play the videos for cooking italian food|cooking_recipe|HWU64|single_sen
what's the recipe for fish soup|cooking_recipe|HWU64|single_sen
i would like the recipe for baked chicken|cooking_recipe|HWU64|single_sen
recipe for crabmeat|cooking_recipe|HWU64|single_sen
cooking recipe|cooking_recipe|HWU64|single_sen
find easy recipe for almond milk|cooking_recipe|HWU64|single_sen
recipe please|cooking_recipe|HWU64|single_sen
are there any cooking classes nearby my area|cooking_recipe|HWU64|single_sen
use google to show me how to cook|cooking_recipe|HWU64|single_sen
how do i steam rice|cooking_recipe|HWU64|single_sen
give me recipes|cooking_recipe|HWU64|single_sen
boiled|cooking_recipe|HWU64|single_sen
find me a recipe of spaghetti|cooking_recipe|HWU64|single_sen
how do i cook rice|cooking_recipe|HWU64|single_sen
show me how to cook a recipe|cooking_recipe|HWU64|single_sen
give me best cooking ideas|cooking_recipe|HWU64|single_sen
how long do i roast chicken breasts|cooking_recipe|HWU64|single_sen
give me a recipe for lasagne|cooking_recipe|HWU64|single_sen
search for the best spagetti recipe|cooking_recipe|HWU64|single_sen
i want to know the procedure of making thanksgiving turkey in five sentences|cooking_recipe|HWU64|single_sen
tell me how to make garlic bread|cooking_recipe|HWU64|single_sen
how to make fried rice|cooking_recipe|HWU64|single_sen
show me tutorials on cooking food|cooking_recipe|HWU64|single_sen
find the recipe for sambar in cookingforu application|cooking_recipe|HWU64|single_sen
what is the temperature i am supposed to cook this lasagna at|cooking_recipe|HWU64|single_sen
show me a spaghetti recipe|cooking_recipe|HWU64|single_sen
how much is one serving of broccoli|cooking_recipe|HWU64|single_sen
what is a cookie recipe|cooking_recipe|HWU64|single_sen
do we add rosemary in pasta|cooking_recipe|HWU64|single_sen
how many cups of sugar in texas sheet cake frosting|cooking_recipe|HWU64|single_sen
show me cooking websites|cooking_recipe|HWU64|single_sen
tell me the best recipes for a given dish|cooking_recipe|HWU64|single_sen
find a recipe that uses ground beef and zucchini|cooking_recipe|HWU64|single_sen
can you tell me how to cook chocolate chip cookies|cooking_recipe|HWU64|single_sen
what's an easy recipe to cook for food|cooking_recipe|HWU64|single_sen
how long should i simmer rice for|cooking_recipe|HWU64|single_sen
what is the best tasting cut of beef|cooking_recipe|HWU64|single_sen
recipes|cooking_recipe|HWU64|single_sen
access recipe book please|cooking_recipe|HWU64|single_sen
how do you make sunny side up eggs|cooking_recipe|HWU64|single_sen
how do i make cookies|cooking_recipe|HWU64|single_sen
tell me how to make tacos|cooking_recipe|HWU64|single_sen
what goes with risotto|cooking_recipe|HWU64|single_sen
show me the recipe for cookies|cooking_recipe|HWU64|single_sen
how do i cook a pasta|cooking_recipe|HWU64|single_sen
what is an alternative to flour|cooking_recipe|HWU64|single_sen
evaporated|cooking_recipe|HWU64|single_sen
cook me some oats|cooking_recipe|HWU64|single_sen
find me a recipe for chicken noodle soup|cooking_recipe|HWU64|single_sen
what do i need to make pot roast|cooking_recipe|HWU64|single_sen
how do i make meatloaf|cooking_recipe|HWU64|single_sen
please find the recipe for meatballs|cooking_recipe|HWU64|single_sen
find me the recipe for a cake|cooking_recipe|HWU64|single_sen
i need help making pancakes|cooking_recipe|HWU64|single_sen
how to cook spaghetti squash|cooking_recipe|HWU64|single_sen
how much meat should i buy to serve ten people|cooking_recipe|HWU64|single_sen
what is recipe|cooking_recipe|HWU64|single_sen
what are the ingredients necessary|cooking_recipe|HWU64|single_sen
what do you use to make cookies|cooking_recipe|HWU64|single_sen
how can we prepare biriyani|cooking_recipe|HWU64|single_sen
how can a cook risotto|cooking_recipe|HWU64|single_sen
how many millilitres is two table spoons|cooking_recipe|HWU64|single_sen
healthy foods|cooking_recipe|HWU64|single_sen
i need the recipe for hot cross buns|cooking_recipe|HWU64|single_sen
